image_name,strategy,build_success,build_time_sec,error_category,vulns_before_total,vulns_after_total,reduction_pct,new_vulns_introduced,crit_before,high_before,med_before,low_before,crit_after,high_after,med_after,low_after,size_before_mb,size_after_mb,acceptance,base_before,base_after,os_family,notes
alpine-3.18,Naive-Latest,True,3.88,,0,2,-100.0,2,0,0,0,0,0,1,1,0,8.48,9.9,False,alpine:3.18,,alpine,
alpine-3.18,AutoPatch,True,4.83,,0,0,0.0,0,0,0,0,0,0,0,0,0,8.48,9.4,False,alpine:3.18,alpine:3.21,alpine,os=alpine
almalinux-8,Scan-Only,True,35.21,,18,18,0.0,0,0,0,18,0,0,0,18,0,72.38,72.38,False,almalinux:8,,alma,
almalinux-8,Naive-Latest,True,16.01,,18,18,0.0,5,0,0,18,0,0,0,18,0,72.38,67.13,False,almalinux:8,,alma,
almalinux-8,Copacetic,False,0.45,COPA_FAILURE,18,18,0.0,0,0,0,18,0,0,0,18,0,72.38,0.0,False,almalinux:8,,alma,"Copa error: time=""2026-03-28T06:21:26Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-almalinux-8-orig:"
almalinux-8,Docker-Scout,False,0.0,SCOUT_NO_REC,18,18,0.0,0,0,0,18,0,0,0,18,0,72.38,0.0,False,almalinux:8,,alma,No recommendation
almalinux-8,AutoPatch,False,4.58,IMAGE_NOT_FOUND,18,0,0.0,0,0,0,18,0,0,0,0,0,72.38,0.0,False,almalinux:8,almalinux:9-minimal,alma,os=alma
almalinux-9,Scan-Only,False,0.0,RATE_LIMITED,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,almalinux:9,,,Original build failed: RATE_LIMITED
almalinux-9,Naive-Latest,False,0.0,RATE_LIMITED,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,almalinux:9,,,Original build failed: RATE_LIMITED
almalinux-9,Copacetic,False,0.0,RATE_LIMITED,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,almalinux:9,,,Original build failed: RATE_LIMITED
almalinux-9,Docker-Scout,False,0.0,RATE_LIMITED,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,almalinux:9,,,Original build failed: RATE_LIMITED
almalinux-9,AutoPatch,False,0.0,RATE_LIMITED,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,almalinux:9,,,Original build failed: RATE_LIMITED
alpine-3.14,Copacetic,False,0.8,COPA_RESCAN_FAILED,0,0,0.0,0,0,0,0,0,0,0,0,0,4.63,0.0,False,alpine:3.14,,alpine,Copa patched but Trivy re-scan failed — not counted as success
alpine-3.14,Docker-Scout,False,0.0,SCOUT_NO_REC,0,0,0.0,0,0,0,0,0,0,0,0,0,4.63,0.0,False,alpine:3.14,,alpine,No recommendation
alpine-3.18,Copacetic,False,0.98,COPA_RESCAN_FAILED,0,0,0.0,0,0,0,0,0,0,0,0,0,8.48,0.0,False,alpine:3.18,,alpine,Copa patched but Trivy re-scan failed — not counted as success
alpine-3.18,Docker-Scout,False,0.0,SCOUT_NO_REC,0,0,0.0,0,0,0,0,0,0,0,0,0,8.48,0.0,False,alpine:3.18,,alpine,No recommendation
caddy-2.4,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,caddy:2.4,,,Original build failed: IMAGE_NOT_FOUND
caddy-2.4,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,caddy:2.4,,,Original build failed: IMAGE_NOT_FOUND
caddy-2.4,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,caddy:2.4,,,Original build failed: IMAGE_NOT_FOUND
caddy-2.4,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,caddy:2.4,,,Original build failed: IMAGE_NOT_FOUND
caddy-2.4,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,caddy:2.4,,,Original build failed: IMAGE_NOT_FOUND
centos-7,Scan-Only,False,0.0,NETWORK,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,centos:7,,,Original build failed: NETWORK
centos-7,Naive-Latest,False,0.0,NETWORK,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,centos:7,,,Original build failed: NETWORK
centos-7,Copacetic,False,0.0,NETWORK,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,centos:7,,,Original build failed: NETWORK
centos-7,Docker-Scout,False,0.0,NETWORK,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,centos:7,,,Original build failed: NETWORK
centos-7,AutoPatch,False,0.0,NETWORK,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,centos:7,,,Original build failed: NETWORK
debian-buster,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:buster,,,Original build failed: IMAGE_NOT_FOUND
debian-buster,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:buster,,,Original build failed: IMAGE_NOT_FOUND
debian-buster,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:buster,,,Original build failed: IMAGE_NOT_FOUND
debian-buster,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:buster,,,Original build failed: IMAGE_NOT_FOUND
debian-buster,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:buster,,,Original build failed: IMAGE_NOT_FOUND
debian-stretch,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:stretch,,,Original build failed: IMAGE_NOT_FOUND
debian-stretch,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:stretch,,,Original build failed: IMAGE_NOT_FOUND
debian-stretch,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:stretch,,,Original build failed: IMAGE_NOT_FOUND
debian-stretch,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:stretch,,,Original build failed: IMAGE_NOT_FOUND
debian-stretch,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,debian:stretch,,,Original build failed: IMAGE_NOT_FOUND
distroless-base,Scan-Only,True,2.91,,51,51,0.0,0,0,6,28,13,0,6,28,13,9.43,9.43,False,gcr.io/distroless/base-debian11,,distroless,
distroless-base,Naive-Latest,True,0.81,,51,51,0.0,0,0,6,28,13,0,6,28,13,9.43,9.43,False,gcr.io/distroless/base-debian11,,distroless,
distroless-base,Copacetic,False,0.17,COPA_FAILURE,51,51,0.0,0,0,6,28,13,0,6,28,13,9.43,0.0,False,gcr.io/distroless/base-debian11,,distroless,"Copa error: time=""2026-03-28T06:24:22Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-distroless-base-o"
distroless-base,Docker-Scout,False,0.0,SCOUT_NO_REC,51,51,0.0,0,0,6,28,13,0,6,28,13,9.43,0.0,False,gcr.io/distroless/base-debian11,,distroless,No recommendation
distroless-base,AutoPatch,True,2.34,,51,0,100.0,0,0,6,28,13,0,0,0,0,9.43,0.67,True,gcr.io/distroless/base-debian11,gcr.io/distroless/static-debian12:nonroot,distroless,os=distroless
distroless-java,Scan-Only,True,7.9,,97,97,0.0,0,4,22,31,36,4,22,31,36,88.96,88.96,False,gcr.io/distroless/java17-debian11,,distroless,
distroless-java,Naive-Latest,True,1.09,,97,97,0.0,0,4,22,31,36,4,22,31,36,88.96,88.96,False,gcr.io/distroless/java17-debian11,,distroless,
distroless-java,Copacetic,False,0.22,COPA_FAILURE,97,97,0.0,0,4,22,31,36,4,22,31,36,88.96,0.0,False,gcr.io/distroless/java17-debian11,,distroless,"Copa error: time=""2026-03-28T06:24:46Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-distroless-java-o"
distroless-java,Docker-Scout,False,0.0,SCOUT_NO_REC,97,97,0.0,0,4,22,31,36,4,22,31,36,88.96,0.0,False,gcr.io/distroless/java17-debian11,,distroless,No recommendation
distroless-java,AutoPatch,True,4.86,,97,0,100.0,0,4,22,31,36,0,0,0,0,88.96,0.67,True,gcr.io/distroless/java17-debian11,gcr.io/distroless/static-debian12:nonroot,distroless,os=distroless
jenkins-2.164,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,jenkins/jenkins:2.164.1-lts,,,Original build failed: IMAGE_NOT_FOUND
jenkins-2.164,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,jenkins/jenkins:2.164.1-lts,,,Original build failed: IMAGE_NOT_FOUND
jenkins-2.164,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,jenkins/jenkins:2.164.1-lts,,,Original build failed: IMAGE_NOT_FOUND
jenkins-2.164,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,jenkins/jenkins:2.164.1-lts,,,Original build failed: IMAGE_NOT_FOUND
jenkins-2.164,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,jenkins/jenkins:2.164.1-lts,,,Original build failed: IMAGE_NOT_FOUND
kafka-old,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,bitnami/kafka:3.3,,,Original build failed: IMAGE_NOT_FOUND
kafka-old,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,bitnami/kafka:3.3,,,Original build failed: IMAGE_NOT_FOUND
kafka-old,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,bitnami/kafka:3.3,,,Original build failed: IMAGE_NOT_FOUND
kafka-old,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,bitnami/kafka:3.3,,,Original build failed: IMAGE_NOT_FOUND
kafka-old,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,bitnami/kafka:3.3,,,Original build failed: IMAGE_NOT_FOUND
mongo-4.4,Scan-Only,True,10.03,,302,302,0.0,0,17,69,207,9,17,69,207,9,158.46,158.46,False,mongo:4.4,,ubuntu,
mongo-4.4,Naive-Latest,True,23.55,,302,55,81.79,7,17,69,207,9,1,13,27,14,158.46,322.18,False,mongo:4.4,,ubuntu,
mongo-4.4,Copacetic,False,0.39,COPA_FAILURE,302,302,0.0,0,17,69,207,9,17,69,207,9,158.46,0.0,False,mongo:4.4,,ubuntu,"Copa error: time=""2026-03-28T06:42:22Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-mongo-4.4-orig:v3"
mongo-4.4,Docker-Scout,False,0.0,SCOUT_NO_REC,302,302,0.0,0,17,69,207,9,17,69,207,9,158.46,0.0,False,mongo:4.4,,ubuntu,No recommendation
mongo-4.4,AutoPatch,True,20.97,,302,70,76.82,14,17,69,207,9,1,13,27,29,158.46,280.21,True,mongo:4.4,mongo:7,ubuntu,os=ubuntu
mongo-5.0,Scan-Only,True,22.96,,230,230,0.0,0,9,61,151,9,9,61,151,9,273.96,273.96,False,mongo:5.0,,ubuntu,
mongo-5.0,Naive-Latest,True,1.01,,230,55,76.09,7,9,61,151,9,1,13,27,14,273.96,322.18,False,mongo:5.0,,ubuntu,
mongo-5.0,Copacetic,False,0.23,COPA_FAILURE,230,230,0.0,0,9,61,151,9,9,61,151,9,273.96,0.0,False,mongo:5.0,,ubuntu,"Copa error: time=""2026-03-28T06:44:35Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-mongo-5.0-orig:v3"
mongo-5.0,Docker-Scout,False,0.0,SCOUT_NO_REC,230,230,0.0,0,9,61,151,9,9,61,151,9,273.96,0.0,False,mongo:5.0,,ubuntu,No recommendation
mongo-5.0,AutoPatch,True,0.85,,230,70,69.57,14,9,61,151,9,1,13,27,29,273.96,280.21,True,mongo:5.0,mongo:7,ubuntu,os=ubuntu
mongo-6.0,Scan-Only,True,82.52,,296,296,0.0,0,9,62,172,53,9,62,172,53,257.6,257.6,False,mongo:6.0,,ubuntu,
mongo-6.0,Naive-Latest,True,1.12,,296,55,81.42,0,9,62,172,53,1,13,27,14,257.6,322.18,False,mongo:6.0,,ubuntu,
mongo-6.0,Copacetic,False,0.19,COPA_FAILURE,296,296,0.0,0,9,62,172,53,9,62,172,53,257.6,0.0,False,mongo:6.0,,ubuntu,"Copa error: time=""2026-03-28T06:47:53Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-mongo-6.0-orig:v3"
mongo-6.0,Docker-Scout,False,0.0,SCOUT_NO_REC,296,296,0.0,0,9,62,172,53,9,62,172,53,257.6,0.0,False,mongo:6.0,,ubuntu,No recommendation
mongo-6.0,AutoPatch,True,0.81,,296,70,76.35,0,9,62,172,53,1,13,27,29,257.6,280.21,True,mongo:6.0,mongo:7,ubuntu,os=ubuntu
multistage-java,Scan-Only,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,maven:3.8-openjdk-11,,,Original build failed: IMAGE_NOT_FOUND
multistage-java,Naive-Latest,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,maven:3.8-openjdk-11,,,Original build failed: IMAGE_NOT_FOUND
multistage-java,Copacetic,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,maven:3.8-openjdk-11,,,Original build failed: IMAGE_NOT_FOUND
multistage-java,Docker-Scout,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,maven:3.8-openjdk-11,,,Original build failed: IMAGE_NOT_FOUND
multistage-java,AutoPatch,False,0.0,IMAGE_NOT_FOUND,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,False,maven:3.8-openjdk-11,,,Original build failed: IMAGE_NOT_FOUND
nginx-1.10,Scan-Only,True,10.56,,423,423,0.0,0,54,150,145,52,54,150,145,52,68.1,68.1,False,nginx:1.10,,debian,
nginx-1.10,Naive-Latest,True,19.57,,423,155,63.36,87,54,150,145,52,0,4,23,126,68.1,60.03,False,nginx:1.10,,debian,
nginx-1.10,Copacetic,False,0.32,COPA_FAILURE,423,423,0.0,0,54,150,145,52,54,150,145,52,68.1,0.0,False,nginx:1.10,,debian,"Copa error: time=""2026-03-28T07:08:13Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-nginx-1.10-orig:v"
nginx-1.10,Docker-Scout,False,0.0,SCOUT_NO_REC,423,423,0.0,0,54,150,145,52,54,150,145,52,68.1,0.0,False,nginx:1.10,,debian,No recommendation
nginx-1.10,AutoPatch,True,5.64,,423,2,99.53,2,54,150,145,52,0,1,1,0,68.1,24.76,True,nginx:1.10,nginx:stable-alpine,debian,os=debian
nginx-1.18,Scan-Only,True,19.78,,424,424,0.0,0,42,149,193,31,42,149,193,31,51.14,51.14,False,nginx:1.18,,debian,
nginx-1.18,Naive-Latest,True,0.94,,424,155,63.44,86,42,149,193,31,0,4,23,126,51.14,60.03,False,nginx:1.18,,debian,
nginx-1.18,Copacetic,False,0.27,COPA_FAILURE,424,424,0.0,0,42,149,193,31,42,149,193,31,51.14,0.0,False,nginx:1.18,,debian,"Copa error: time=""2026-03-28T07:09:29Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-nginx-1.18-orig:v"
nginx-1.18,Docker-Scout,False,0.0,SCOUT_NO_REC,424,424,0.0,0,42,149,193,31,42,149,193,31,51.14,0.0,False,nginx:1.18,,debian,No recommendation
nginx-1.18,AutoPatch,True,0.98,,424,2,99.53,2,42,149,193,31,0,1,1,0,51.14,24.76,True,nginx:1.18,nginx:stable-alpine,debian,os=debian
nginx-1.18-alpine,Scan-Only,True,3.09,,51,51,0.0,0,6,29,12,4,6,29,12,4,9.06,9.06,False,nginx:1.18-alpine,,alpine,
nginx-1.18-alpine,Naive-Latest,True,0.88,,51,155,-203.92,87,6,29,12,4,0,4,23,126,9.06,60.03,False,nginx:1.18-alpine,,alpine,
nginx-1.18-alpine,Copacetic,False,0.17,COPA_FAILURE,51,51,0.0,0,6,29,12,4,6,29,12,4,9.06,0.0,False,nginx:1.18-alpine,,alpine,"Copa error: time=""2026-03-28T07:09:58Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-nginx-1.18-alpine"
nginx-1.18-alpine,Docker-Scout,False,0.0,SCOUT_NO_REC,51,51,0.0,0,6,29,12,4,6,29,12,4,9.06,0.0,False,nginx:1.18-alpine,,alpine,No recommendation
nginx-1.18-alpine,AutoPatch,True,0.86,,51,2,96.08,2,6,29,12,4,0,1,1,0,9.06,24.76,True,nginx:1.18-alpine,nginx:stable-alpine,alpine,os=alpine
nginx-1.21,Scan-Only,True,6.66,,581,581,0.0,0,26,137,228,179,26,137,228,179,54.12,54.12,False,nginx:1.21,,debian,
nginx-1.21,Naive-Latest,True,6.57,,581,155,73.32,11,26,137,228,179,0,4,23,126,54.12,60.03,False,nginx:1.21,,debian,
nginx-1.21,Copacetic,False,0.28,COPA_FAILURE,581,581,0.0,0,26,137,228,179,26,137,228,179,54.12,0.0,False,nginx:1.21,,debian,"Copa error: time=""2026-03-28T07:10:37Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-nginx-1.21-orig:v"
nginx-1.21,Docker-Scout,False,0.0,SCOUT_NO_REC,581,581,0.0,0,26,137,228,179,26,137,228,179,54.12,0.0,False,nginx:1.21,,debian,No recommendation
nginx-1.21,AutoPatch,True,3.51,,581,2,99.66,1,26,137,228,179,0,1,1,0,54.12,24.76,True,nginx:1.21,nginx:stable-alpine,debian,os=debian
nginx-1.24,Scan-Only,True,7.08,,389,389,0.0,0,13,75,123,167,13,75,123,167,54.4,54.4,False,nginx:1.24,,debian,
nginx-1.24,Naive-Latest,True,0.84,,389,155,60.15,11,13,75,123,167,0,4,23,126,54.4,60.03,False,nginx:1.24,,debian,
nginx-1.24,Copacetic,False,0.2,COPA_FAILURE,389,389,0.0,0,13,75,123,167,13,75,123,167,54.4,0.0,False,nginx:1.24,,debian,"Copa error: time=""2026-03-28T07:11:16Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-nginx-1.24-orig:v"
nginx-1.24,Docker-Scout,False,0.0,SCOUT_NO_REC,389,389,0.0,0,13,75,123,167,13,75,123,167,54.4,0.0,False,nginx:1.24,,debian,No recommendation
nginx-1.24,AutoPatch,True,0.95,,389,2,99.49,1,13,75,123,167,0,1,1,0,54.4,24.76,True,nginx:1.24,nginx:stable-alpine,debian,os=debian
node-12,Scan-Only,True,126.4,,582,582,0.0,0,19,242,132,188,19,242,132,188,336.68,336.68,False,node:12,,debian,
node-12,Naive-Latest,True,140.74,,582,2127,-265.46,1018,19,242,132,188,33,240,854,988,336.68,391.06,False,node:12,,debian,
node-12,Copacetic,False,0.48,COPA_FAILURE,582,582,0.0,0,19,242,132,188,19,242,132,188,336.68,0.0,False,node:12,,debian,"Copa error: time=""2026-03-28T07:17:13Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-node-12-orig:v3-n"
node-12,Docker-Scout,False,0.0,SCOUT_NO_REC,582,582,0.0,0,19,242,132,188,19,242,132,188,336.68,0.0,False,node:12,,debian,No recommendation
node-12,AutoPatch,True,30.06,,582,65,88.83,12,19,242,132,188,4,32,22,7,336.68,30.28,True,node:12,node:12-alpine,debian,os=debian
node-14,Scan-Only,True,119.81,,1449,1449,0.0,0,22,573,755,95,22,573,755,95,334.97,334.97,False,node:14,,debian,
node-14,Naive-Latest,True,1.36,,1449,2127,-46.79,1005,22,573,755,95,33,240,854,988,334.97,391.06,False,node:14,,debian,
node-14,Copacetic,False,0.36,COPA_FAILURE,1449,1449,0.0,0,22,573,755,95,22,573,755,95,334.97,0.0,False,node:14,,debian,"Copa error: time=""2026-03-28T07:22:27Z"" level=info msg=""Starting in single image patching mode...""
Patching: linux/amd64 -> docker.io/library/v3-node-14-orig:v3-n"
